,rule,gp_effect_size,gp_num,gp_trt_effect,gp_p,gp_1_mean,gp_1_num,gp_0_mean,gn_trt_effect,gn_p,gn_1_mean,gn_1_num,gn_0_mean,trt_effect_1,p_1,trt_effect_0,p_0,gp_power,power_1
10,"(3, (0,), 'equal')",-0.35852874367982135,99,-0.4881833022388067,0.10449400311289322,7.200910447761194,67,7.6890937500000005,-0.2578125,0.26628074951428604,7.158666666666666,93,7.416479166666666,0.042243781094527755,0.983443865251985,0.27261458333333444,0.4917897956937187,0.7453369720195313,0.011607454211055558
11,"(3, (1,), 'equal')",-0.31948840634194847,118,-0.41005420318078567,0.08822139053278763,7.110227848101266,79,7.520282051282051,-0.28966034327009815,0.3018284311077767,7.240851851851852,81,7.5305121951219505,-0.13062400375058658,0.5333821269266075,-0.010230143839899064,0.8738099320903011,0.7715678918443404,0.1587406518045285
12,"(3, (2,), 'equal')",0.34953462259693546,23,0.4653333333333336,0.4128303323781435,7.432,14,6.966666666666667,-0.4445237314296726,0.02212218404177503,7.151842465753425,146,7.596366197183098,0.28015753424657497,0.2865071446708768,-0.6296995305164312,0.18781014630019033,0.0006428385925378008,2.8833549622489312e-05
13,"(3, (0, 1), 'equal')",-0.33806646989110667,217,-0.4445237314296726,0.02212218404177503,7.151842465753425,146,7.596366197183098,0.4653333333333336,0.4128303323781435,7.432,14,6.966666666666667,-0.28015753424657497,0.2865071446708768,0.6296995305164312,0.18781014630019033,0.9661788245874802,0.5406847769765804
14,"(3, (1, 2), 'equal')",-0.19965257322021576,141,-0.2578125,0.26628074951428604,7.158666666666666,93,7.416479166666666,-0.4881833022388067,0.10449400311289322,7.200910447761194,67,7.6890937500000005,-0.042243781094527755,0.983443865251985,-0.27261458333333444,0.4917897956937187,0.4506287399367031,0.0494591241460185
15,"(4, (0,), 'equal')",-0.3223104458139404,118,-0.4295948509485079,0.09576780136630544,7.168182926829269,82,7.597777777777777,-0.28146037296037196,0.3358642699274793,7.184948717948719,78,7.4664090909090906,-0.016765791119449425,0.7302581189578237,0.13136868686868652,0.6988752284921926,0.7475571834555507,0.03310193463283479
16,"(4, (1,), 'equal')",-0.16634909090137567,102,-0.22467023026315758,0.5540015162193783,7.2066718750000005,64,7.431342105263158,-0.45459226190476176,0.05719734066406409,7.156145833333333,96,7.610738095238095,0.050526041666667076,0.6419464890716555,-0.1793959899749371,0.5632146236400343,0.23697360111905225,0.009885314191434158
17,"(4, (2,), 'equal')",-0.5246572745360986,20,-0.6028571428571432,0.40949304017811505,7.085642857142857,14,7.6885,-0.3272560162902636,0.10361677613866553,7.185054794520548,146,7.512310810810812,-0.09941193737769094,0.8444106271251652,0.1761891891891887,0.7148642787191519,0.5326696268861426,0.1092340583206583
18,"(4, (0, 1), 'equal')",-0.24496953524952833,220,-0.3272560162902636,0.10361677613866553,7.185054794520548,146,7.512310810810812,-0.6028571428571432,0.40949304017811505,7.085642857142857,14,7.6885,0.09941193737769094,0.8444106271251652,-0.1761891891891887,0.7148642787191519,0.7763333107280487,0.0035791552595503674
19,"(4, (1, 2), 'equal')",-0.21446233675729443,122,-0.28146037296037196,0.3358642699274793,7.184948717948719,78,7.4664090909090906,-0.4295948509485079,0.09576780136630544,7.168182926829269,82,7.597777777777777,0.016765791119449425,0.7302581189578237,-0.13136868686868652,0.6988752284921926,0.43839020960821734,0.01862747233768871
20,"(5, (0,), 'equal')",-0.434786889568209,123,-0.5520970695970693,0.059297517706431345,7.123595238095238,84,7.675692307692307,-0.1480118741976888,0.5093621279231111,7.23467105263158,76,7.382682926829268,-0.11107581453634197,0.742895310261811,0.2930093808630385,0.5506530695619789,0.9669269190496979,0.1263248947246508
21,"(5, (1,), 'equal')",-0.41738857159325016,85,-0.5508732311320763,0.04549674746026526,7.166283018867924,53,7.71715625,-0.21642503894080978,0.5130877711235884,7.181345794392524,107,7.397770833333333,-0.015062775524599559,0.7183083251310137,0.319385416666667,0.1502168662276573,0.8303814119022616,0.03219052166296501
22,"(5, (2,), 'equal')",0.8927173396904754,32,1.1988164251207731,0.034293368547104554,7.392260869565217,23,6.193444444444444,-0.5542707926390458,0.004491974045168532,7.140109489051095,137,7.694380281690141,0.252151380514122,0.34169360510185487,-1.500935837245697,0.0014998751173296127,5.3092923882569465e-09,6.734519303224512e-05
23,"(5, (0, 1), 'equal')",-0.43158205303736397,208,-0.5542707926390458,0.004491974045168532,7.140109489051095,137,7.694380281690141,1.1988164251207731,0.034293368547104554,7.392260869565217,23,6.193444444444444,-0.252151380514122,0.34169360510185487,1.500935837245697,0.0014998751173296127,0.9980528032612624,0.45926741694448
24,"(5, (1, 2), 'equal')",-0.10804746856558531,117,-0.1480118741976888,0.5093621279231111,7.23467105263158,76,7.382682926829268,-0.5520970695970693,0.059297517706431345,7.123595238095238,84,7.675692307692307,0.11107581453634197,0.742895310261811,-0.2930093808630385,0.5506530695619789,0.1341794656281018,0.0027510767905810254
25,"(6, (0,), 'equal')",-0.3622438639319585,111,-0.46675222222222335,0.12122450301291662,7.2410533333333325,75,7.707805555555556,-0.25711577540106845,0.27007061244220965,7.1192705882352945,85,7.376386363636363,0.12178274509803799,0.39549367708487604,0.3314191919191929,0.33108359324958536,0.8418152187578914,0.00215150004888304
26,"(6, (1,), 'equal')",-0.49291684239472705,94,-0.6508410332836565,0.027652984791516295,7.086098360655738,61,7.7369393939393944,-0.1451154094132816,0.5933123056543714,7.231969696969697,99,7.377085106382979,-0.14587133631395943,0.34553899816947276,0.35985428755641546,0.21093986390573505,0.951482168926309,0.18752016935645055
27,"(6, (2,), 'equal')",0.7268770599615325,35,0.9088560606060607,0.11794163538761537,7.2035833333333334,24,6.294727272727273,-0.5501876598465465,0.00782127775149263,7.171551470588235,136,7.7217391304347816,0.032031862745098394,0.9238601665959891,-1.4270118577075088,0.001411096969882268,3.3464324542284375e-08,0.014084386032937596
28,"(6, (0, 1), 'equal')",-0.42376929311928946,205,-0.5501876598465465,0.00782127775149263,7.171551470588235,136,7.7217391304347816,0.9088560606060607,0.11794163538761537,7.2035833333333334,24,6.294727272727273,-0.032031862745098394,0.9238601665959891,1.4270118577075088,0.001411096969882268,0.9966693121963668,0.042257237440504275
29,"(6, (1, 2), 'equal')",-0.19131485658387948,129,-0.25711577540106845,0.27007061244220965,7.1192705882352945,85,7.376386363636363,-0.46675222222222335,0.12122450301291662,7.2410533333333325,75,7.707805555555556,-0.12178274509803799,0.39549367708487604,-0.3314191919191929,0.33108359324958536,0.36573411789003646,0.1434493669078481
30,"(7, (0,), 'equal')",-0.07169100895927534,109,-0.09160022522522393,0.5625017408139088,7.319291666666667,72,7.410891891891891,-0.564753699788584,0.048234074063893656,7.0594090909090905,88,7.6241627906976746,0.2598825757575769,0.336018566253832,-0.2132708988057832,0.6571254446168426,0.08468911491932202,5.1212855960087325e-05
31,"(7, (1,), 'equal')",-0.46632698748002616,99,-0.6208050373134331,0.06570884027715743,7.0735074626865675,67,7.6943125000000006,-0.16254838709677433,0.40718562321775087,7.250451612903226,93,7.413,-0.17694415021665844,0.553082234264094,0.2813125000000003,0.46437666609035466,0.9364111558338385,0.2557431573071244
32,"(7, (2,), 'equal')",-0.28156070669577854,32,-0.4056623376623367,0.5922172421069956,7.014428571428572,21,7.420090909090908,-0.34151318944844267,0.08973348539269485,7.200820143884892,139,7.5423333333333344,-0.1863915724563201,0.5817766933937158,-0.12224242424242604,0.6905024788499394,0.19641093587673059,0.2776333406641744
33,"(7, (0, 1), 'equal')",-0.2619785592212061,208,-0.34151318944844267,0.08973348539269485,7.200820143884892,139,7.5423333333333344,-0.4056623376623367,0.5922172421069956,7.014428571428572,21,7.420090909090908,0.1863915724563201,0.5817766933937158,0.12224242424242604,0.6905024788499394,0.8259760385323798,0.000434053099405396
34,"(7, (1, 2), 'equal')",-0.4185561543732445,131,-0.564753699788584,0.048234074063893656,7.0594090909090905,88,7.6241627906976746,-0.09160022522522393,0.5625017408139088,7.319291666666667,72,7.410891891891891,-0.2598825757575769,0.336018566253832,0.2132708988057832,0.6571254446168426,0.944133872890824,0.4859492064538428
35,"(8, (0,), 'equal')",-0.20231579889309276,106,-0.2759710526315793,0.29927487034908307,7.306328947368421,76,7.5823,-0.432698095238095,0.13368112156778922,7.058761904761905,84,7.49146,0.24756704260651574,0.3430340010950156,0.09084000000000003,0.4960243303403963,0.3325201084218353,7.471809572867458e-05
36,"(8, (1,), 'equal')",-0.2324483654912722,107,-0.2868742732558145,0.3980571052902019,7.18721875,64,7.474093023255815,-0.41618271396396445,0.1114523003475918,7.169114583333333,96,7.585297297297298,0.018104166666667254,0.8781999394977849,-0.1112042740414827,0.5055209868839686,0.4953279166618938,0.018184604779034403
37,"(8, (2,), 'equal')",-0.6555380165824077,27,-0.950442857142856,0.22351925320601929,6.6477,20,7.598142857142856,-0.26668307240704525,0.16199181936998774,7.251878571428572,140,7.518561643835617,-0.6041785714285712,0.09716717215484906,0.07958121330723955,0.9932072992375456,0.6514992049491365,0.9950194489920231
38,"(8, (0, 1), 'equal')",-0.20585070934977207,213,-0.26668307240704525,0.16199181936998774,7.251878571428572,140,7.518561643835617,-0.950442857142856,0.22351925320601929,6.6477,20,7.598142857142856,0.6041785714285712,0.09716717215484906,-0.07958121330723955,0.9932072992375456,0.6401991377745483,4.092066344165135e-11
39,"(8, (1, 2), 'equal')",-0.3374698027816466,134,-0.432698095238095,0.13368112156778922,7.058761904761905,84,7.49146,-0.2759710526315793,0.29927487034908307,7.306328947368421,76,7.5823,-0.24756704260651574,0.3430340010950156,-0.09084000000000003,0.4960243303403963,0.861427013720224,0.4490762764438307
40,"(9, (0,), 'equal')",-0.39206988124437436,107,-0.4862701149425277,0.06631948613145565,7.113833333333334,78,7.600103448275862,-0.2472883787661413,0.38812189798792907,7.235829268292682,82,7.483117647058823,-0.12199593495934824,0.4883233097494821,0.11698580121703817,0.6705768953520166,0.9048938276876488,0.14380721226117765
41,"(9, (1,), 'equal')",-0.2769215404665455,106,-0.3885395872420254,0.23774142029512524,7.191338461538462,65,7.579878048780487,-0.3022793522267211,0.16420518386307248,7.1661052631578945,95,7.468384615384616,0.025233198380567146,0.8348744134192791,0.11149343339587148,0.7398287036590008,0.5287128832381269,0.015973720144146566
42,"(9, (2,), 'equal')",0.24241370425947098,27,0.31954117647058755,0.5807386590017645,7.405941176470588,17,7.0864,-0.4391942057942053,0.033257422495767255,7.149062937062937,143,7.588257142857143,0.25687823940765053,0.4284711933415223,-0.5018571428571423,0.2626348622918514,0.0017751111232190977,5.886484181199734e-05
43,"(9, (0, 1), 'equal')",-0.3332561006056089,213,-0.4391942057942053,0.033257422495767255,7.149062937062937,143,7.588257142857143,0.31954117647058755,0.5807386590017645,7.405941176470588,17,7.0864,-0.25687823940765053,0.4284711933415223,0.5018571428571423,0.2626348622918514,0.9582327000836868,0.4724176389444947
44,"(9, (1, 2), 'equal')",-0.17873829058660348,133,-0.2472883787661413,0.38812189798792907,7.235829268292682,82,7.483117647058823,-0.4862701149425277,0.06631948613145565,7.113833333333334,78,7.600103448275862,0.12199593495934824,0.4883233097494821,-0.11698580121703817,0.6705768953520166,0.3191420239153139,0.0021408196831486856
45,"(10, (0,), 'equal')",-0.5085922533266081,121,-0.617387116948092,0.013072536503315005,7.048048780487806,82,7.665435897435898,-0.08119543464665302,0.7776430686234017,7.31124358974359,78,7.392439024390243,-0.26319480925578453,0.16890985568451922,0.27299687304565445,0.45859370789456033,0.9959594123775795,0.49600567976346305
46,"(10, (1,), 'equal')",-0.07819435481173452,93,-0.11427047413793101,0.6814185808613813,7.32828125,64,7.442551724137931,-0.49763296568627524,0.02255174382068173,7.075072916666667,96,7.572705882352942,0.25320833333333326,0.2054892967637224,-0.13015415821501097,0.849184283306682,0.07437091553119726,6.307267678570874e-05
47,"(10, (2,), 'equal')",-0.029863853481692838,26,-0.03797619047619083,0.8369957300480487,7.233357142857143,14,7.271333333333334,-0.3994919419822729,0.04989565631084062,7.170890410958904,146,7.570382352941177,0.06246673189823859,0.8114737443107434,-0.29904901960784347,0.43450631277476504,0.032865598144123216,0.007798928298654512
48,"(10, (0, 1), 'equal')",-0.3010379326486453,214,-0.3994919419822729,0.04989565631084062,7.170890410958904,146,7.570382352941177,-0.03797619047619083,0.8369957300480487,7.233357142857143,14,7.271333333333334,-0.06246673189823859,0.8114737443107434,0.29904901960784347,0.43450631277476504,0.9128468367945624,0.0665733133213925
49,"(10, (1, 2), 'equal')",-0.05747520314355199,119,-0.08119543464665302,0.7776430686234017,7.31124358974359,78,7.392439024390243,-0.617387116948092,0.013072536503315005,7.048048780487806,82,7.665435897435898,0.26319480925578453,0.16890985568451922,-0.27299687304565445,0.45859370789456033,0.06473640918373344,4.6150437880963975e-05
50,"(11, (0,), 'equal')",-0.0858169292609232,103,-0.10939189189189147,0.6550184938370649,7.2604999999999995,66,7.369891891891891,-0.5421652647204356,0.039236659507249895,7.117276595744681,94,7.659441860465116,0.14322340425531888,0.47628849549758057,-0.28954996857322524,0.40388802962030834,0.10084520017447662,0.0012915971007522178
51,"(11, (1,), 'equal')",-0.5215170937973101,107,-0.6898369047619051,0.01924989315774904,7.008791666666666,72,7.698628571428571,-0.07743434343434519,0.7644878776461256,7.313454545454545,88,7.39088888888889,-0.30466287878787846,0.12148768365032296,0.3077396825396814,0.36450380797622794,0.9829265131368459,0.6197529742644647
52,"(11, (2,), 'equal')",-0.01081093729881643,30,-0.01568181818181813,0.8146049645207278,7.472318181818181,22,7.4879999999999995,-0.4005205314009661,0.04396269709718731,7.129173913043479,138,7.529694444444445,0.3431442687747026,0.22288872155528383,-0.04169444444444537,0.9106152329615055,0.02748088535331348,3.4411693667471735e-06
53,"(11, (0, 1), 'equal')",-0.3079024309523273,210,-0.4005205314009661,0.04396269709718731,7.129173913043479,138,7.529694444444445,-0.01568181818181813,0.8146049645207278,7.472318181818181,22,7.4879999999999995,-0.3431442687747026,0.22288872155528383,0.04169444444444537,0.9106152329615055,0.92923728099737,0.7181299868701678
54,"(11, (1, 2), 'equal')",-0.40119490177005385,137,-0.5421652647204356,0.039236659507249895,7.117276595744681,94,7.659441860465116,-0.10939189189189147,0.6550184938370649,7.2604999999999995,66,7.369891891891891,-0.14322340425531888,0.47628849549758057,0.28954996857322524,0.40388802962030834,0.9350981898525833,0.18231500483854013
55,"(12, (0,), 'equal')",-0.24716930279160254,107,-0.30978320895522415,0.28224246016162335,7.240641791044776,67,7.550425,-0.37058198924731034,0.1464162300713182,7.130043010752689,93,7.500624999999999,0.11059878029208647,0.5369986656601642,0.04980000000000029,0.9616265663061374,0.5318681326012172,0.0027812837160722027
56,"(12, (1,), 'equal')",-0.3088995244064338,111,-0.43221814516129076,0.14271573432862183,7.0723625,80,7.50458064516129,-0.25842551020408244,0.29905604419097565,7.28035,80,7.538775510204083,-0.20798750000000066,0.3290601060114311,-0.034194865042792344,0.9960601695937209,0.6427840178607014,0.3354365963514966
57,"(12, (2,), 'equal')",-0.0015726596932156961,22,-0.0019999999999988916,0.9733643590419412,7.485,13,7.486999999999999,-0.3813472262144293,0.061050098787982586,7.149061224489796,147,7.5304084507042255,0.3359387755102041,0.5019908820637139,-0.043408450704226276,0.9332589499600625,0.02533880271298188,4.584490444187636e-06
58,"(12, (0, 1), 'equal')",-0.28773631301862057,218,-0.3813472262144293,0.061050098787982586,7.149061224489796,147,7.5304084507042255,-0.0019999999999988916,0.9733643590419412,7.485,13,7.486999999999999,-0.3359387755102041,0.5019908820637139,0.043408450704226276,0.9332589499600625,0.8935276495627604,0.6970367224803923
