,rule,ratio,minus,trt_effect,nongroup_trt_effect,number,p_val,non_p_val,abs(ratio),abs(number-100),score
54,"[19, [0], 0]",1.3889021326451512,-0.27509640522875856,-0.9824630718954257,-0.7073666666666671,113.0,0.00012367425586320472,0.0035344695640528497,1.3889021326451512,13.0,0.0
55,"[19, [1], 0]",0.889649655164265,0.09649414205197715,-0.7779402985074624,-0.8744344405594395,100.0,0.003829254773568804,0.00011450080067955859,0.889649655164265,0.0,0.0
56,"[19, [0, 2], 0]",1.124037978540395,-0.09649414205197715,-0.8744344405594395,-0.7779402985074624,140.0,0.00011450080067955859,0.003829254773568804,1.124037978540395,40.0,0.0
57,"[19, [1, 2], 0]",0.7199931345022197,0.27509640522875856,-0.7073666666666671,-0.9824630718954257,127.0,0.0035344695640528497,0.00012367425586320472,0.7199931345022197,27.0,0.0
58,"[20, [0], 0]",1.4587328399099269,-0.3099415997322623,-0.9855888888888877,-0.6756472891566254,117.0,2.781881397623049e-05,0.003613782783654107,1.4587328399099269,17.0,0.0
59,"[20, [1], 0]",0.8765535975234084,0.10865994397759149,-0.7715596638655455,-0.880219607843137,104.0,0.004303807750647657,2.180218349224085e-05,0.8765535975234084,4.0,0.0
60,"[20, [0, 2], 0]",1.1408315507749598,-0.10865994397759149,-0.880219607843137,-0.7715596638655455,136.0,2.180218349224085e-05,0.004303807750647657,1.1408315507749598,36.0,0.0
61,"[20, [1, 2], 0]",0.6855264875381482,0.3099415997322623,-0.6756472891566254,-0.9855888888888877,123.0,0.003613782783654107,2.781881397623049e-05,0.6855264875381482,23.0,0.0
62,"[21, [0], 0]",1.1986308718271552,-0.15341599732262434,-0.9257833333333325,-0.7723673360107082,112.0,0.0005499783502466775,0.00043833353976902413,1.1986308718271552,12.0,0.0
63,"[21, [1], 0]",1.1594144188550344,-0.12517158291603359,-0.9103677014042866,-0.785196118488253,107.0,0.00021242831213899764,0.0008736892792543477,1.1594144188550344,7.0,0.0
64,"[21, [0, 2], 0]",0.8625043674957379,0.12517158291603359,-0.785196118488253,-0.9103677014042866,133.0,0.0008736892792543477,0.00021242831213899764,0.8625043674957379,33.0,0.0
65,"[21, [1, 2], 0]",0.8342852028127987,0.15341599732262434,-0.7723673360107082,-0.9257833333333325,128.0,0.00043833353976902413,0.0005499783502466775,0.8342852028127987,28.0,0.0
66,"[22, [0], 0]",0.8269900790926027,0.1579952582528339,-0.755219761002623,-0.9132150192554569,120.0,0.0035378966373556886,6.646916403550273e-05,0.8269900790926027,20.0,0.0
67,"[22, [1], 0]",1.3427593858546776,-0.24804569119183562,-0.9717186274509801,-0.7236729362591445,98.0,0.00012761353564452664,0.001901356429032572,1.3427593858546776,2.0,0.0
68,"[22, [0, 2], 0]",0.7447350661142403,0.24804569119183562,-0.7236729362591445,-0.9717186274509801,142.0,0.001901356429032572,0.00012761353564452664,0.7447350661142403,42.0,0.0
69,"[22, [1, 2], 0]",1.2092043487356328,-0.1579952582528339,-0.9132150192554569,-0.755219761002623,120.0,6.646916403550273e-05,0.0035378966373556886,1.2092043487356328,20.0,0.0
70,"[23, [0], 0]",1.5913650710650615,-0.377338241150742,-1.0154182692307696,-0.6380800280800276,126.0,3.1881063630580516e-05,0.005948401580371421,1.5913650710650615,26.0,0.0
71,"[23, [1], 0]",0.7580129369553653,0.22297899782827457,-0.6984710789766408,-0.9214500768049154,91.0,0.009858839264276107,3.150495422242582e-05,0.7580129369553653,9.0,0.0
72,"[23, [0, 2], 0]",1.3192386979786914,-0.22297899782827457,-0.9214500768049154,-0.6984710789766408,149.0,3.150495422242582e-05,0.009858839264276107,1.3192386979786914,49.0,0.0
73,"[23, [1, 2], 0]",0.6283913215028181,0.377338241150742,-0.6380800280800276,-1.0154182692307696,114.0,0.005948401580371421,3.1881063630580516e-05,0.6283913215028181,14.0,0.0
74,"[24, [27.862500000000001], 2]",0.7837125291344088,0.1949941738323231,-0.7065567715458281,-0.9015509453781512,60.0,0.02852271259535859,4.111828270879139e-06,0.7837125291344088,40.0,0.0
75,"[24, [52.855000000000004], 1]",0.9646545457495387,0.03127219535028747,-0.8534864253393666,-0.884758620689654,120.0,0.00032323106661599673,0.0007825227980505218,0.9646545457495387,20.0,0.0
76,"[24, [52.855000000000004], 2]",1.0366405304429451,-0.03127219535028747,-0.884758620689654,-0.8534864253393666,120.0,0.0007825227980505218,0.00032323106661599673,1.0366405304429451,20.0,0.0
77,"[24, [74.105000000000004], 1]",1.6283716373989783,-0.465886951291699,-1.2073063973063967,-0.7414194460146977,60.0,0.0006493452352124878,0.0001717384268827269,1.6283716373989783,40.0,0.0
78,"[25, [22.907500000000002], 2]",1.458763660223555,-0.349120986622073,-1.110125,-0.761004013377927,60.0,0.0018050201143204967,0.00016796423151742577,1.458763660223555,40.0,0.0
79,"[25, [47.469999999999999], 1]",2.3974701534158287,-0.6855813888888882,-1.1761688888888884,-0.4905875000000002,120.0,1.766872489262835e-06,0.0435865200787095,2.3974701534158287,20.0,0.0
80,"[25, [70.722499999999997], 1]",2.0976295828700584,-0.7309970735785933,-1.3969749999999985,-0.6659779264214052,60.0,0.0004182670639391455,0.00038968916491448244,2.0976295828700584,40.0,0.0
81,"[26, [25.767500000000002], 2]",1.0892617622412828,-0.07431190476190519,-0.9068285714285711,-0.8325166666666659,60.0,0.006499874442477842,4.220984611942695e-05,1.0892617622412828,40.0,0.0
82,"[26, [55.039999999999999], 1]",1.3655512567350043,-0.26262715211292864,-0.9810685396727381,-0.7184413875598095,120.0,8.061946126082863e-05,0.002742546135549505,1.3655512567350043,20.0,0.0
83,"[26, [55.039999999999999], 2]",0.7323049904336602,0.26262715211292864,-0.7184413875598095,-0.9810685396727381,120.0,0.002742546135549505,8.061946126082863e-05,0.7323049904336602,20.0,0.0
84,"[26, [80.092500000000001], 1]",0.7839796980379234,0.19266427071491599,-0.6992161172161184,-0.8918803879310344,60.0,0.02944256612936068,9.478353314230411e-06,0.7839796980379234,40.0,0.0
85,"[27, [23.0425], 2]",0.8461538870004978,0.13456237622027167,-0.7400933014354063,-0.874655677655678,60.0,0.04367495611428645,1.2358824145567044e-05,0.8461538870004978,40.0,0.0
86,"[27, [45.420000000000002], 1]",0.936970799578926,0.05508500000000183,-0.8188749999999994,-0.8739600000000012,120.0,0.00039917885761568456,0.0007040894027969214,0.936970799578926,20.0,0.0
87,"[27, [45.420000000000002], 2]",1.0672691192184423,-0.05508500000000183,-0.8739600000000012,-0.8188749999999994,120.0,0.0007040894027969214,0.00039917885761568456,1.0672691192184423,20.0,0.0
88,"[27, [66.387500000000003], 1]",1.1259733570936816,-0.1045860394613527,-0.9348095238095233,-0.8302234843481706,60.0,0.00408734022734915,5.227176322978269e-05,1.1259733570936816,40.0,0.0
89,"[28, [26.057499999999997], 2]",1.1670114479073896,-0.13379654615302172,-0.9349185520361987,-0.801122005883177,60.0,0.010744107637085271,3.9922918719881314e-05,1.1670114479073896,40.0,0.0
90,"[28, [52.365000000000002], 1]",1.0261103844483417,-0.02211804223398417,-0.8692155745489076,-0.8470975323149235,120.0,0.0002425636138110041,0.0006091765030241763,1.0261103844483417,20.0,0.0
91,"[28, [52.365000000000002], 2]",0.9745540198753772,0.02211804223398417,-0.8470975323149235,-0.8692155745489076,120.0,0.0006091765030241763,0.0002425636138110041,0.9745540198753772,20.0,0.0
92,"[28, [74.072499999999991], 1]",1.2276432070475407,-0.1863434862728326,-1.004920454545454,-0.8185769682726214,60.0,0.0024133203325447257,5.5252161378484874e-05,1.2276432070475407,40.0,0.0
93,"[29, [25.880000000000003], 2]",1.9101187721988575,-0.6244626046468165,-1.3105956937799057,-0.6861330891330892,60.0,0.0006243768879897689,0.0002265841983067808,1.9101187721988575,40.0,0.0
94,"[29, [48.57], 2]",1.9527689946287836,-0.5462352289899872,-1.1195486261191734,-0.5733133971291862,120.0,1.5884172990564624e-05,0.009842110157395778,1.9527689946287836,20.0,0.0
95,"[29, [73.349999999999994], 1]",1.106676442888048,-0.08772802343855002,-0.9101028708133967,-0.8223748473748467,60.0,0.006624324958869677,4.082821136374508e-05,1.106676442888048,40.0,0.0
96,"[30, [23.682500000000001], 2]",1.7885231991192563,-0.5505875093721162,-1.2488390129259708,-0.6982515035538546,60.0,0.0031044782180053225,0.00011729079800478412,1.7885231991192563,40.0,0.0
97,"[30, [48.685000000000002], 1]",0.8037919641718698,0.18418652273207314,-0.7545442583732056,-0.9387307811052787,120.0,0.000638895541316036,0.0004373113775801665,0.8037919641718698,20.0,0.0
98,"[30, [48.685000000000002], 2]",1.2441030074619859,-0.18418652273207314,-0.9387307811052787,-0.7545442583732056,120.0,0.0004373113775801665,0.000638895541316036,1.2441030074619859,20.0,0.0
99,"[30, [74.734999999999999], 1]",1.0305458578374083,-0.025954284317360354,-0.8756368977673326,-0.8496826134499722,60.0,0.002078140263618496,5.452075324290406e-05,1.0305458578374083,40.0,0.0
100,"[31, [24.407499999999999], 2]",1.3099421392375248,-0.2444375610709386,-1.0330930232558124,-0.7886554621848738,60.0,0.013552904926246364,1.9223585565185965e-05,1.3099421392375248,40.0,0.0
101,"[31, [52.454999999999998], 1]",0.644500695100718,0.377008423557216,-0.6834955446967523,-1.0605039682539683,120.0,0.0016026309818856345,6.72511129185037e-05,0.644500695100718,20.0,0.0
102,"[31, [52.454999999999998], 2]",1.5515887067332443,-0.377008423557216,-1.0605039682539683,-0.6834955446967523,120.0,6.72511129185037e-05,0.0016026309818856345,1.5515887067332443,20.0,0.0
103,"[31, [79.849999999999994], 1]",1.594389517932591,-0.4533969688542827,-1.2161913236929927,-0.7627943548387099,60.0,0.00031576711117708577,0.0001407908303105589,1.594389517932591,40.0,0.0
104,"[32, [45.630000000000003], 1]",1.7228147666931004,-0.44656161302664366,-1.0643708133971295,-0.6178092003704858,120.0,8.838184571989115e-06,0.009378660546414857,1.7228147666931004,20.0,0.0
105,"[32, [45.630000000000003], 2]",0.5804454543418355,0.44656161302664366,-0.6178092003704858,-1.0643708133971295,120.0,0.009378660546414857,8.838184571989115e-06,0.5804454543418355,20.0,0.0
106,"[32, [69.664999999999992], 1]",1.96437372597067,-0.6437435714285717,-1.3112685714285721,-0.6675250000000004,60.0,2.60094191470166e-05,0.001191819562085254,1.96437372597067,40.0,0.0
107,"[33, [21.8125], 2]",0.8742973991522935,0.10985819211152403,-0.7640950226244341,-0.8739532147359581,60.0,0.025735206186863886,1.3045670442148538e-05,0.8742973991522935,40.0,0.0
108,"[33, [46.219999999999999], 1]",0.7329565950530588,0.2549326050420193,-0.6997159663865533,-0.9546485714285726,120.0,0.004625764534420483,4.500674797055149e-05,0.7329565950530588,20.0,0.0
109,"[33, [46.219999999999999], 2]",1.3643372701048007,-0.2549326050420193,-0.9546485714285726,-0.6997159663865533,120.0,4.500674797055149e-05,0.004625764534420483,1.3643372701048007,20.0,0.0
110,"[33, [70.795000000000002], 1]",1.3272611398242342,-0.25712919292810543,-1.0428295454545458,-0.7857003525264403,60.0,0.007481774678740797,4.603761581472413e-05,1.3272611398242342,40.0,0.0
111,"[34, [24.414999999999999], 2]",1.272148422338747,-0.2152135290614261,-1.0060082256169212,-0.7907946965554951,60.0,0.00552442276225873,6.0779703093828094e-05,1.272148422338747,40.0,0.0
112,"[34, [52.744999999999997], 1]",0.8908929579836935,0.09789277777777716,-0.7993250000000005,-0.8972177777777777,120.0,0.0009436448512078366,0.00030274036763883075,0.8908929579836935,20.0,0.0
113,"[34, [52.744999999999997], 2]",1.1224693056989048,-0.09789277777777716,-0.8972177777777777,-0.7993250000000005,120.0,0.00030274036763883075,0.0009436448512078366,1.1224693056989048,20.0,0.0
114,"[35, [25.497499999999999], 2]",1.2770029017589046,-0.2185969294713912,-1.0077472527472526,-0.7891503232758614,60.0,0.0017907539889930341,0.00010558212958890766,1.2770029017589046,40.0,0.0
115,"[35, [50.859999999999999], 1]",1.2688973131734627,-0.19687267312493262,-0.9290208333333325,-0.7321481602083999,120.0,0.0001308757066860718,0.0023414752418982865,1.2688973131734627,20.0,0.0
116,"[35, [50.859999999999999], 2]",0.7880858361178487,0.19687267312493262,-0.7321481602083999,-0.9290208333333325,120.0,0.0023414752418982865,0.0001308757066860718,0.7880858361178487,20.0,0.0
117,"[35, [78.6875], 1]",1.0265437244747582,-0.02251571428571353,-0.8707657142857137,-0.8482500000000002,60.0,0.014224536647855572,1.2706019845745061e-05,1.0265437244747582,40.0,0.0
118,"[36, [26.870000000000001], 2]",0.8975904738743052,0.0890074414715718,-0.780125,-0.8691324414715718,60.0,0.032953434956950835,1.3006050745634286e-05,0.8975904738743052,40.0,0.0
119,"[36, [49.515000000000001], 1]",1.569303201506591,-0.3761955555555554,-1.0369955555555554,-0.6608,120.0,1.360328920539487e-05,0.00741212494951154,1.569303201506591,20.0,0.0
120,"[36, [49.515000000000001], 2]",0.6372254890195609,0.3761955555555554,-0.6608,-1.0369955555555554,120.0,0.00741212494951154,1.360328920539487e-05,0.6372254890195609,20.0,0.0
121,"[36, [74.582499999999996], 1]",1.424216809781778,-0.32389347897628973,-1.0874027777777782,-0.7635092988014884,60.0,0.0010037788292898125,0.00016717598037457418,1.424216809781778,40.0,0.0
122,"[37, [24.855], 2]",0.8163926014841667,0.16288444816053538,-0.7242500000000005,-0.8871344481605359,60.0,0.02596481118571018,1.4498148511825761e-05,0.8163926014841667,40.0,0.0
123,"[37, [44.399999999999999], 1]",0.8074997211253149,0.17975916666666691,-0.7540533333333332,-0.9338125000000002,120.0,0.001861253081942049,0.00014995613538801414,0.8074997211253149,20.0,0.0
124,"[37, [44.399999999999999], 2]",1.2383905205644166,-0.17975916666666691,-0.9338125000000002,-0.7540533333333332,120.0,0.00014995613538801414,0.001861253081942049,1.2383905205644166,20.0,0.0
125,"[37, [74.802499999999995], 1]",0.8917079350158682,0.0936042058900064,-0.7707638888888892,-0.8643680947788956,60.0,0.030363703620442002,1.0889715545410476e-05,0.8917079350158682,40.0,0.0
126,"[38, [27.450000000000003], 2]",1.3077253722526891,-0.23997018186492003,-1.0197894736842121,-0.7798192918192921,60.0,0.001662687170496264,0.00011990475132283441,1.3077253722526891,40.0,0.0
127,"[38, [51.789999999999999], 1]",1.1320364616816905,-0.10346142854113882,-0.8870436847103518,-0.783582256169213,120.0,0.0009376685281909688,0.0004197389453660808,1.1320364616816905,20.0,0.0
128,"[38, [51.789999999999999], 2]",0.8833637730311756,0.10346142854113882,-0.783582256169213,-0.8870436847103518,120.0,0.0004197389453660808,0.0009376685281909688,0.8833637730311756,20.0,0.0
129,"[39, [26.4575], 2]",1.0207762415835826,-0.016998632010944092,-0.8351751025991794,-0.8181764705882353,60.0,0.008464765078952607,5.570308673956782e-05,1.0207762415835826,40.0,0.0
130,"[39, [49.045000000000002], 1]",0.6301622023034013,0.3824461507484749,-0.6516454243430996,-1.0340915750915745,120.0,0.0020424784043634988,0.00015344727277676095,0.6301622023034013,20.0,0.0
131,"[39, [49.045000000000002], 2]",1.58689301951902,-0.3824461507484749,-1.0340915750915745,-0.6516454243430996,120.0,0.00015344727277676095,0.0020424784043634988,1.58689301951902,20.0,0.0
132,"[40, [21.282500000000002], 2]",0.9197260586659644,0.06893345835451115,-0.789794258373206,-0.8587277167277172,60.0,0.00911306442118678,2.5457038718821627e-05,0.9197260586659644,40.0,0.0
133,"[40, [46.125], 1]",1.3745700670331276,-0.27312053189431396,-1.0022779204107826,-0.7291573885164686,120.0,0.00027092042093701036,0.000727403955231924,1.3745700670331276,20.0,0.0
134,"[40, [46.125], 2]",0.7275002009598538,0.27312053189431396,-0.7291573885164686,-1.0022779204107826,120.0,0.000727403955231924,0.00027092042093701036,0.7275002009598538,20.0,0.0
135,"[40, [72.712500000000006], 1]",1.324540742327366,-0.2567356894415411,-1.0478095238095246,-0.7910738343679835,60.0,0.010811949082285763,2.860302929056165e-05,1.324540742327366,40.0,0.0
136,"[41, [49.655000000000001], 1]",1.401578160929036,-0.2823236376027074,-0.9853589743589746,-0.7030353367562672,120.0,8.761781835285702e-06,0.013472862307660085,1.401578160929036,20.0,0.0
137,"[41, [49.655000000000001], 2]",0.7134814367663591,0.2823236376027074,-0.7030353367562672,-0.9853589743589746,120.0,0.013472862307660085,8.761781835285702e-06,0.7134814367663591,20.0,0.0
138,"[41, [73.777500000000003], 1]",1.7941980918819687,-0.5604918896321074,-1.2662250000000004,-0.705733110367893,60.0,1.3042678339751621e-05,0.0006823521025691378,1.7941980918819687,40.0,0.0
139,"[42, [25.389999999999997], 2]",1.0193640483389457,-0.016238255896149134,-0.8548157894736832,-0.8385775335775341,60.0,0.02054052463712893,1.78524561936495e-05,1.0193640483389457,40.0,0.0
140,"[42, [50.954999999999998], 1]",0.8158026024674699,0.17055527777777701,-0.7553822222222228,-0.9259374999999999,120.0,0.0010496989669840713,0.00036678857249903467,0.8158026024674699,20.0,0.0
141,"[42, [50.954999999999998], 2]",1.225786724601525,-0.17055527777777701,-0.9259374999999999,-0.7553822222222228,120.0,0.00036678857249903467,0.0010496989669840713,1.225786724601525,20.0,0.0
142,"[43, [49.950000000000003], 1]",1.1111072407146616,-0.08912245506431393,-0.8912524916943516,-0.8021300366300377,120.0,7.505944870642503e-05,0.0022401290728198595,1.1111072407146616,20.0,0.0
143,"[43, [49.950000000000003], 2]",0.9000031350320445,0.08912245506431393,-0.8021300366300377,-0.8912524916943516,120.0,0.0022401290728198595,7.505944870642503e-05,0.9000031350320445,20.0,0.0
144,"[43, [76.297499999999999], 1]",0.7022031244000904,0.2697844481605358,-0.6361499999999998,-0.9059344481605356,60.0,0.02115851403105703,1.5098689777894997e-05,0.7022031244000904,40.0,0.0
